Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$N_u (kN)$
Cold-formed,265.2,265.8,23.74,4.04,545,5.156649667,438.7708798,815
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,839
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,835
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,830
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,830
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,795
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,805
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,807
Cold-formed,265.2,265.8,23.74,4.04,5335,50.47839628,438.7708798,798
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,758
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,690
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,708
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,745
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,711
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,736
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,720
Cold-formed,265.2,265.8,23.74,4.04,8000,75.69394007,438.7708798,746
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,550
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,561
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,609
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,607
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,533
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,544
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,591
Cold-formed,265.2,265.8,23.74,4.04,10670,100.9567926,438.7708798,593
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1250
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1250
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1300
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1250
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1275
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1240
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1305
Cold-formed,250.2,149.8,14.31,4.91,310,4.957888208,343.2839328,1265
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1130
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1250
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1200
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1210
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1110
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1090
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1240
Cold-formed,250.2,149.8,14.31,4.91,3140,50.21860959,343.2839328,1215
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1130
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1080
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1090
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,970
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1080
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1070
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1110
Cold-formed,250.2,149.8,14.31,4.91,4710,75.32791438,343.2839328,1220
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,722
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,727
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,739
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,721
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,737
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,742
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,761
Cold-formed,250.2,149.8,14.31,4.91,6280,100.4372192,343.2839328,779
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1080
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1230
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1145
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1080
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1100
Cold-formed,299.4,100.1,13.34,4.89,215,4.950085173,392.184347,1080
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,970
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,975
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,960
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,1000
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,950
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,900
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,950
Cold-formed,299.4,100.1,13.34,4.89,2170,49.96132477,392.184347,980
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,910
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,890
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,780
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,970
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,880
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,890
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,950
Cold-formed,299.4,100.1,13.34,4.89,3250,74.82686889,392.184347,950
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,662
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,626
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,711
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,727
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,685
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,658
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,685
Cold-formed,299.4,100.1,13.34,4.89,4350,100.1528861,392.184347,662
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1180
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1250
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1130
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1180
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1110
Cold-formed,299.4,100.2,13.16,4.9,215,4.94537642,347.3783916,1160
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1020
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1000
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1060
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1010
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1000
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,980
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1090
Cold-formed,299.4,100.2,13.16,4.9,2170,49.91379922,347.3783916,1080
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,975
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,915
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,1095
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,970
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,820
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,840
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,880
Cold-formed,299.4,100.2,13.16,4.9,3250,74.75569007,347.3783916,860
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,764
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,729
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,668
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,689
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,641
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,717
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,678
Cold-formed,299.4,100.2,13.16,4.9,4350,100.0576159,347.3783916,689
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,935
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,1025
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,1005
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,1010
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,1030
Cold-formed,299.5,199.8,12.59,4.98,413.5,4.970062139,281.7388867,1045
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1200
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1005
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,940
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1000
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1010
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1000
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1030
Cold-formed,299.5,199.8,12.59,4.98,4210,50.60208369,281.7388867,1040
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,921
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,865
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,874
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,880
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,869
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,859
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,876
Cold-formed,299.5,199.8,12.59,4.98,6240,75.00166324,281.7388867,924
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,731
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,737
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,752
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,683
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,759
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,738
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,776
Cold-formed,299.5,199.8,12.59,4.98,8330,100.1224126,281.7388867,695
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,555
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,552
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,565
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,545
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,560
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,565
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,555
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,554
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,552
Cold-formed,221.83,139.64,5,2.95,450,7.645830992,487.1575954,545
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,500
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,510
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,505
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,520
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,500
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,545
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,490
Cold-formed,221.83,139.64,5,2.95,3000,50.97220662,487.1575954,480
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,360
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,355
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,385
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,365
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,375
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,385
Cold-formed,221.83,139.64,5,2.95,4470,75.94858786,487.1575954,420
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,280
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,294
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,315
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,287
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,280
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,304
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,272
Cold-formed,221.83,139.64,5,2.95,5900,100.2453397,487.1575954,287
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,1005
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,1005
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,1005
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,990
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,1010
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,997
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,995
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,995
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,1005
Cold-formed,201.15,201.9,7.99,3.74,400,4.963941069,487.4751433,985
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,940
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,960
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,910
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,1010
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,1000
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,810
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,945
Cold-formed,201.15,201.9,7.99,3.74,4050,50.25990332,487.4751433,935
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,823
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,823
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,875
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,823
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,823
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,854
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,869
Cold-formed,201.15,201.9,7.99,3.74,6000,74.45911604,487.4751433,915
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,569
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,564
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,574
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,599
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,560
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,559
Cold-formed,201.15,201.9,7.99,3.74,8000,99.27882138,487.4751433,569
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1210
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1208
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1200
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1178
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1190
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1250
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1190
Cold-formed,250.45,150.63,13.53,4.84,315,5.007330126,382.002376,1220
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1200
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1190
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1150
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1130
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1175
Cold-formed,250.45,150.63,13.53,4.84,3180,50.55018984,382.002376,1165
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1145
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1180
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1130
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1160
Cold-formed,250.45,150.63,13.53,4.84,4750,75.50735904,382.002376,1185
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,657
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,673
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,616
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,660
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,651
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,674
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,710
Cold-formed,250.45,150.63,13.53,4.84,6270,99.66971393,382.002376,730
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1185
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1220
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1195
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1195
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1195
Cold-formed,250.69,151.01,13.73,4.85,315,4.995981945,398.2449319,1210
Cold-formed,203.2,203.2,19,9.5,5486,69.96554624,417.8088171,2001.69
Cold-formed,203.2,203.2,19,9.5,5486,69.96554624,417.8088171,2121.7914
Cold-formed,203.2,203.2,19,9.5,5486,69.96554624,417.8088171,2046.172
Cold-formed,203.2,203.2,19,9.5,5486,69.96554624,417.8088171,2246.341
Cold-formed,203.2,203.2,19,9.5,5486,69.96554624,417.8088171,2224.1
Cold-formed,203.2,203.2,22.8,11.4,3551,45.82573953,382.1881726,3336.15
Cold-formed,203.2,203.2,22.8,11.4,3551,45.82573953,382.1881726,3224.945
Cold-formed,203.2,203.2,22.8,11.4,3551,45.82573953,382.1881726,3269.427
Cold-formed,203.2,203.2,22.8,11.4,3551,45.82573953,382.1881726,3158.222
Cold-formed,203.2,203.2,22.8,11.4,3551,45.82573953,382.1881726,2980.294
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2691.161
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2513.233
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2468.751
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2802.366
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2668.92
Cold-formed,203.2,203.2,22.8,11.4,5415,69.8807039,382.1881726,2001.69
Cold-formed,304.8,304.8,19,9.5,5486,45.75349632,434.2177811,4403.718
Cold-formed,304.8,304.8,19,9.5,5486,45.75349632,434.2177811,4003.38
Cold-formed,304.8,304.8,19,9.5,5486,45.75349632,434.2177811,4270.272
Cold-formed,304.8,304.8,19,9.5,5486,45.75349632,434.2177811,4136.826
Cold-formed,51.054,50.546,11.8872,5.9436,508,28.58570087,480.0563657,472.4011339
Cold-formed,51.054,50.546,11.8872,5.9436,1016,57.17140173,480.0563657,364.7541712
Cold-formed,51.054,50.546,11.8872,5.9436,1397,78.61067738,480.0563657,265.5588295
Cold-formed,102.616,102.108,12.192,6.096,1143,29.46772202,433.4043086,954.1435332
Cold-formed,102.616,102.108,12.192,6.096,2286,58.93544403,433.4043086,735.2910305
Cold-formed,102.616,102.108,12.192,6.096,2971.8,76.61607724,433.4043086,618.7476246
Cold-formed,102.108,101.346,25.3492,12.6746,1041.4,29.55742223,525.1362017,2152.939254
Cold-formed,102.108,101.346,25.3492,12.6746,2082.8,59.11484447,525.1362017,1779.28864
Cold-formed,102.108,101.346,25.3492,12.6746,2082.8,59.11484447,525.1362017,1688.100097
Cold-formed,102.108,101.346,25.3492,12.6746,2082.8,59.11484447,525.1362017,1975.01039
Cold-formed,102.108,101.346,25.3492,12.6746,2794,79.30040111,525.1362017,1018.642746
Cold-formed,102.108,101.346,25.3492,12.6746,3657.6,103.8114342,525.1362017,689.474348
Cold-formed,152.654,152.146,12.6492,6.3246,1320.8,22.34177193,390.9035288,1338.914702
Cold-formed,152.654,152.146,12.6492,6.3246,3403.6,57.57302768,390.9035288,1178.778724
Cold-formed,152.654,152.146,12.6492,6.3246,4978.4,84.21129422,390.9035288,911.885428
Cold-formed,153.162,153.162,23.5204,11.7602,1676.4,29.48274934,487.4559328,2859.316844
Cold-formed,153.162,153.162,23.5204,11.7602,3352.8,58.96549867,487.4559328,2139.59459
Cold-formed,153.162,153.162,23.5204,11.7602,4521.2,79.51408154,487.4559328,1623.600884
Cold-formed,153.162,153.162,23.5204,11.7602,6604,116.144164,487.4559328,889.64432
Cold-formed,202.438,203.454,12.5476,6.2738,2387.6,29.84002723,415.995511,1877.149515
Cold-formed,202.438,203.454,12.5476,6.2738,4775.2,59.68005445,415.995511,1623.600884
Cold-formed,202.438,203.454,12.5476,6.2738,7010.4,87.61539909,415.995511,1143.192951
Cold-formed,203.708,204.724,23.9776,11.9888,2311.4,29.72159819,449.263216,3692.023928
Cold-formed,203.708,204.724,23.9776,11.9888,4622.8,59.44319638,449.263216,3416.234189
Cold-formed,203.708,204.724,23.9776,11.9888,6934.2,89.16479458,449.263216,1832.667299
Cold-formed,203.708,203.708,12.0396,6.0198,4775.2,59.47181429,450.2033703,1690.76903
Cold-formed,203.708,203.708,12.0396,6.0198,4775.2,59.47181429,450.2033703,1734.806424
