Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Cold-formed,150.875,150.875,22,8.05,2940,51.27470867,519.3606768,4350.54406,14303154.48,51.27470867,1903.3,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,150.45,150.45,22,8.15,2540,44.46111459,519.4838771,4388.172688,14321564.12,44.46111459,1940,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,150.575,150.575,21,8.17,2539,44.35380449,520.0758505,4416.539249,14472572.72,44.35380449,2022.6,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.275,80.275,13,5.15,2639,87.65828288,608.2640875,1455.401365,1319093.682,87.65828288,477.6,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.2,80.2,13,5.23,2639,87.82971826,608.0709459,1475.126099,1331756.877,87.82971826,461.8,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.15,80.15,12,5.23,2239,74.38494868,607.7278162,1483.05904,1343681.978,74.38494868,691.2,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.225,80.225,12,5.3,2239,74.36986773,607.5786127,1503.333248,1362603.285,74.36986773,650,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.175,80.175,12,5.18,1240,41.1577458,607.8401666,1470.212328,1334505.196,41.1577458,879.1,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.2,80.2,11,5.23,1240,41.07147111,607.3964502,1493.083981,1360965.414,41.07147111,871.2,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.225,120.225,9,3.97,2939,62.36194911,567.5825761,1766.487518,3994165.286,62.36194911,784.6,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.3,120.3,8,4.2,2939,62.35971454,566.9556954,1906.767125,4237942.315,62.35971454,865,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.575,120.575,9,4.3,2240,47.50867442,567.4091837,1949.361223,4333537.246,47.50867442,935.2,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.375,120.375,9,4.3,2241,47.61237056,567.4146027,1945.921223,4310913.987,47.61237056,867.3,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.325,120.325,13,6,2946,63.78422722,641.3219205,2640.791118,5633430.482,63.78422722,1168,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.375,120.375,13,6.05,2946,63.78091564,641.3903404,2663.057379,5681519.605,63.78091564,1422,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.425,120.425,13,6.05,2946,63.75271215,641.3824424,2664.267379,5689131.367,63.75271215,1281,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,140.875,140.875,22,7.83,2640,49.51319896,621.0375189,3923.858911,11155248.89,49.51319896,1974,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,140.975,140.975,22,7.83,1940,36.35675211,621.040321,3926.990911,11181323.12,36.35675211,2435,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,151.4,151.4,20,7.85,2940,50.89495035,772.2632532,4290.8273,14318130.15,50.89495035,2606,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,151.375,151.375,20,7.75,2940,50.87245177,772.0797409,4237.826814,14153782.84,50.87245177,2562,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,151.375,151.375,20,7.89,2140,37.06172597,752.5643864,4310.910901,14372930.07,37.06172597,3106,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,151.325,151.325,20,7.88,2140,37.07256677,752.5761119,4304.118694,14341892.86,37.07256677,2852,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.875,120.875,14,5.98,2940,63.42400825,743.6473769,2635.253664,5662519.58,63.42400825,992,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.825,120.825,14,5.93,2940,63.42734138,743.7242256,2612.965253,5614037.115,63.42734138,1015,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.325,120.325,14,5.95,2938,63.67493288,1095.875363,2609.504102,5555518.206,63.67493288,1686,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,120.225,120.225,14,6.05,2940,63.82462104,1095.949877,2649.04065,5620912.101,63.82462104,1554,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,152.075,152.075,16,6.9,2940,50.12912768,1148.184951,3858.162432,13270731.85,50.12912768,3278,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,152,152,16,6.85,2940,50.13983961,1148.077531,3829.225728,13165572.48,50.13983961,2876,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,152.525,152.525,16,6.9,1840,31.27524638,1148.075258,3870.582432,13397090.39,31.27524638,4237,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,152.275,152.275,16,6.85,1840,31.31999474,1148.010606,3836.760728,13242104.21,31.31999474,4506,Somodi & Kovesdi (2017),Flexural buckling resistance of cold-formed HSS hollow section members
Cold-formed,80.1,80.4,9.5,3.92,395,12.85157899,845.094191,1146.110851,1082699.251,12.85157899,976,Ma (2016),
Cold-formed,120.9,120.9,8,3.92,485,10.21516694,740.484778,1634.172056,4043128.87,10.21516694,1211,Ma (2016),
Cold-formed,141.1,140.8,13,5.9,485,8.867213189,722.0481956,3085.381473,9230347.349,8.867213189,2434,Ma (2016),
Cold-formed,80.2,80.4,10,3.95,395,12.85527621,1075.911202,1151.90912,1087550.878,12.85527621,1252,Ma (2016),
Cold-formed,100.2,50.5,8.5,3.94,395,11.28188846,773.8950344,1073.917159,1316440.909,11.28188846,903,Ma (2016),
Cold-formed,50.5,100.2,8.5,3.94,395,19.29132853,773.8950344,1073.917159,450236.499,19.29132853,879,Ma (2016),
Cold-formed,120.6,200.3,13,4.93,665,13.33485107,775.3399421,2489.542276,7386411.285,13.33485107,1701,Ma (2016),
Cold-formed,200.4,120.4,13,4.95,665,9.038287667,775.4358053,2501.987458,16138051.43,9.038287667,1745,Ma (2016),
Cold-formed,121.3,121.1,9.5,3.93,485,10.20144024,997.2129696,1503.184727,4051863.674,10.20144024,1439,Ma (2016),
Cold-formed,100.2,50.3,8.5,3.98,1655,47.21733503,775.546532,1090.136075,1339287.343,47.21733503,642.3,Ma (2016),
Cold-formed,50.6,100.2,8.5,3.97,1655,80.73002896,775.3647477,1089.903761,458051.1003,80.73002896,306.9,Ma (2016),
Cold-formed,80.3,80.1,9.5,3.94,1655,53.76558412,845.2660959,1150.922798,1090519.542,53.76558412,581.9,Ma (2016),
Cold-formed,100.1,100.1,5.88,2.94,1382,35.01920533,536.5894752,1028.314939,1744834.698,35.01920533,520,SSAB (2014),
Cold-formed,100.1,100.1,5.86,2.93,1383,35.04028595,536.5756684,1022.723265,1739622.728,35.04028595,519,SSAB (2014),
Cold-formed,100.1,100.1,5.88,2.94,1383,35.04454485,536.5894752,1028.314939,1744834.698,35.04454485,515,SSAB (2014),
Cold-formed,100.2,100.2,5.86,2.93,2766,70.00814343,536.5710372,1023.130002,1745053.631,70.00814343,294,SSAB (2014),
Cold-formed,100.1,100.1,5.88,2.94,2766,70.08908969,536.5894752,1028.314939,1744834.698,70.08908969,306,SSAB (2014),
Cold-formed,100.2,100.2,5.86,2.93,2766,70.00814343,536.5710372,1023.130002,1745053.631,70.00814343,283,SSAB (2014),
Cold-formed,100.05,100.05,5.88,2.94,4150,105.2134062,536.5917918,1028.108946,1742114.974,105.2134062,172,SSAB (2014),
Cold-formed,100.1,100.1,5.86,2.93,4150,105.1461943,536.5756684,1022.723265,1739622.728,105.1461943,195,SSAB (2014),
Cold-formed,100.1,100.1,5.88,2.94,4149,105.1336345,536.5894752,1028.314939,1744834.698,105.1336345,171,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,2066,35.02733737,527.9834933,2773.714232,9770524.095,35.02733737,1372,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,2066,35.02733737,527.9834933,2773.714232,9770524.095,35.02733737,1379,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,2066,35.02733737,527.9834933,2773.714232,9770524.095,35.02733737,1370,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,4134,70.0885831,527.9834933,2773.714232,9770524.095,70.0885831,790,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,4134,70.0885831,527.9834933,2773.714232,9770524.095,70.0885831,823,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,4134,70.0885831,527.9834933,2773.714232,9770524.095,70.0885831,797,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,6201,105.1328747,527.9834933,2773.714232,9770524.095,105.1328747,435,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,6201,105.1328747,527.9834933,2773.714232,9770524.095,105.1328747,459,SSAB (2014),
Cold-formed,150.25,150.25,9.88,4.94,6201,105.1328747,527.9834933,2773.714232,9770524.095,105.1328747,458,SSAB (2014),
Cold-formed,200.1,200.1,11.88,5.94,2767,35.08816281,504.9982945,4252.510767,28123150.22,35.08816281,2156,SSAB (2014),
Cold-formed,200.1,200.1,11.86,5.93,2767,35.08602838,504.9909742,4241.249816,28081645.9,35.08602838,2185,SSAB (2014),
Cold-formed,200.1,200.1,11.82,5.91,2767,35.08176045,504.9762835,4218.734594,27998580.34,35.08176045,2118,SSAB (2014),
Cold-formed,200.1,200.1,11.82,5.91,3949,50.06789736,504.9762835,4218.734594,27998580.34,50.06789736,1837,SSAB (2014),
Cold-formed,200.25,200.25,11.88,5.94,3949,50.03816936,504.9942344,4253.870461,28189052.2,50.03816936,1808,SSAB (2014),
Cold-formed,200.1,200.1,11.88,5.94,3949,50.07703468,504.9982945,4252.510767,28123150.22,50.07703468,1804,SSAB (2014),
Cold-formed,200.1,200.1,11.86,5.93,6249,79.2383778,504.9909742,4241.249816,28081645.9,79.2383778,1106,SSAB (2014),
Cold-formed,200.1,200.1,11.88,5.94,6250,79.25587914,504.9982945,4252.510767,28123150.22,79.25587914,1084,SSAB (2014),
Cold-formed,200.1,200.1,11.82,5.91,6250,79.2414177,504.9762835,4218.734594,27998580.34,79.2414177,1077,SSAB (2014),
Cold-formed,300.1,300.1,17.2,8.6,3948,33.34008293,470.48823,9231.650313,137939814.5,33.34008293,4310,SSAB (2014),
Cold-formed,300.1,300.1,17.16,8.58,3948,33.33738302,470.4765291,9197.823811,137657140.1,33.33738302,4356,SSAB (2014),
Cold-formed,190,160,9,4,4000,61.72446386,384.1925942,2317.466172,11288159.92,61.72446386,630,Pavlov?i? et al. (2012),
Cold-formed,190,160,9,4,5200,80.24180301,384.1925942,2317.466172,11288159.92,80.24180301,583.5,Pavlov?i? et al. (2012),
Cold-formed,100.58,100.58,8.17,3.84,2160,55.11747551,519.4242567,1442.363171,2215151.792,55.11747551,496.23,Sedlacek et al. (1996),
Cold-formed,100.59,100.59,8.14,3.82,2160,55.09860232,519.4133673,1435.50239,2206125.719,55.09860232,494.26,Sedlacek et al. (1996),
Cold-formed,100.61,100.61,8.15,3.81,2159,55.0582484,519.4180107,1431.948956,2201851.574,55.0582484,466.72,Sedlacek et al. (1996),
Cold-formed,100.64,100.64,8.16,3.86,3500,89.26795315,519.4142439,1450.860149,2230336.99,89.26795315,258.06,Sedlacek et al. (1996),
Cold-formed,100.64,100.64,8.16,3.83,3500,89.24531682,519.4182736,1439.706149,2214313.343,89.24531682,288.07,Sedlacek et al. (1996),
Cold-formed,100.58,100.58,8.17,3.84,3498,89.25968951,519.4242567,1442.363171,2215151.792,89.25968951,283.77,Sedlacek et al. (1996),
Cold-formed,100.59,100.59,8.14,3.83,4251,108.4462754,519.4120661,1439.21999,2211465.207,108.4462754,196.98,Sedlacek et al. (1996),
Cold-formed,100.59,100.59,8.15,3.83,4254,108.5253119,519.4164096,1439.080156,2211148.296,108.5253119,204.3,Sedlacek et al. (1996),
Cold-formed,100.61,100.61,8.14,3.78,4259,108.5819296,519.4173823,1420.92639,2186108.687,108.5819296,199.17,Sedlacek et al. (1996),
Cold-formed,150.14,150.14,17.36,6.17,3076,53.01539611,494.0992219,3396.095176,11432691.74,53.01539611,1132.59,Sedlacek et al. (1996),
Cold-formed,150.22,150.22,17.84,6.18,3076,53.02223149,493.9707401,3396.109451,11429792.28,53.02223149,1130.33,Sedlacek et al. (1996),
Cold-formed,150.3,150.3,17.56,6.19,3076,52.97168681,493.9835764,3409.807445,11497804.28,52.97168681,1123.43,Sedlacek et al. (1996),
Cold-formed,150.3,150.3,17.09,6.13,3076,52.92696546,494.170665,3381.332366,11421063.2,52.92696546,1106.83,Sedlacek et al. (1996),
Cold-formed,150.3,150.3,16.65,6.26,4075,70.13165188,494.4829696,3457.750583,11674028.59,70.13165188,829.99,Sedlacek et al. (1996),
Cold-formed,150.26,150.26,17.39,6.19,4075,70.18250462,494.0758373,3410.317713,11497206.75,70.18250462,853.33,Sedlacek et al. (1996),
Cold-formed,150.2,150.2,17.43,6.19,4075,70.21438148,494.0442964,3408.766531,11481545.05,70.21438148,828.58,Sedlacek et al. (1996),
Cold-formed,150.34,150.34,17.47,6.23,4076,70.18604948,494.128086,3431.971787,11574719.18,70.18604948,849.44,Sedlacek et al. (1996),
Cold-formed,100.26,100.26,10.4,5.04,2176,56.53636015,510.1539439,1848.250045,2737933.009,56.53636015,615.89,Sedlacek et al. (1996),
Cold-formed,100.27,100.27,10.42,5.07,2176,56.54760518,510.1472252,1858.913404,2752634.235,56.54760518,612.62,Sedlacek et al. (1996),
Cold-formed,100.27,100.27,10.44,5.05,2176,56.5404136,509.9759586,1851.343277,2742122,56.5404136,616.34,Sedlacek et al. (1996),
Cold-formed,100.23,100.23,10.45,5.05,2876,74.76241991,510.170547,1850.355955,2738207.434,74.76241991,435.77,Sedlacek et al. (1996),
Cold-formed,100.25,100.25,10.42,5.07,2876,74.7543425,510.148031,1858.507804,2750865.144,74.7543425,450.76,Sedlacek et al. (1996),
Cold-formed,100.19,100.19,10.43,5.06,2876,74.79723228,510.159295,1853.509626,2740321.722,74.79723228,447.85,Sedlacek et al. (1996),
Cold-formed,100.27,100.27,10.43,5.09,3576,92.94753902,510.141564,1865.943226,2761961.72,92.94753902,338.05,Sedlacek et al. (1996),
Cold-formed,100.34,100.34,10.42,5.07,3576,92.86033079,510.1444026,1860.333004,2758832.024,92.86033079,320.84,Sedlacek et al. (1996),
Cold-formed,100.29,100.29,10.44,5.05,3576,92.89779654,510.1640679,1851.747277,2743885.021,92.89779654,329.69,Sedlacek et al. (1996),
Cold-formed,100.25,100.25,10.41,5.04,4276,111.1124375,510.1583854,1847.869811,2736663.586,111.1124375,242.49,Sedlacek et al. (1996),
Cold-formed,100.22,100.22,10.44,5.03,4276,111.1458768,510.1765094,1843.122077,2727990.05,111.1458768,233.16,Sedlacek et al. (1996),
Cold-formed,100.22,100.22,10.35,5.06,4276,111.1518817,510.125954,1855.543843,2746078.669,111.1518817,229.78,Sedlacek et al. (1996),
Cold-formed,100.28,100.28,10.4,5.04,2176,56.52436135,510.1531268,1848.653245,2739693.071,56.52436135,615.49,Sedlacek et al. (1996),
Cold-formed,100.19,100.19,10.44,5.05,2876,74.79247696,510.168145,1849.727277,2735077.467,74.79247696,431.81,Sedlacek et al. (1996),
Cold-formed,100.32,100.32,10.42,5.03,3576,92.84795827,510.1643051,1845.492204,2737552.894,92.84795827,324.92,Sedlacek et al. (1996),
Cold-formed,100.21,100.21,10.39,5.05,4276,111.1641734,510.1471863,1851.025308,2738785.778,111.1641734,231.96,Sedlacek et al. (1996),
Cold-formed,120.25,120.25,14.8,4.93,2176,46.88844629,535.1496943,2163.556118,4659660.358,46.88844629,822.64,Sedlacek et al. (1996),
Cold-formed,120.31,120.31,14.53,4.94,2176,46.84720223,535.2806169,2171.930947,4685937.337,46.84720223,803.44,Sedlacek et al. (1996),
Cold-formed,120.31,120.31,13.83,4.96,2176,46.80542337,535.6600303,2187.255968,4727429.232,46.80542337,861.33,Sedlacek et al. (1996),
Cold-formed,120.27,120.27,13.8,4.97,2876,61.8839635,535.6597102,2191.587501,4733477.705,61.8839635,669.4,Sedlacek et al. (1996),
Cold-formed,120.24,120.24,13.9,4.97,2876,61.91088542,535.6344607,2189.646235,4725172.719,61.91088542,655.75,Sedlacek et al. (1996),
Cold-formed,120.28,120.28,13.84,4.93,2876,61.86354472,535.5723583,2174.209368,4699044.134,61.86354472,657.91,Sedlacek et al. (1996),
Cold-formed,120.26,120.26,13.5,4.97,3576,76.92060526,535.5322449,2193.945811,4741715.916,76.92060526,478.53,Sedlacek et al. (1996),
Cold-formed,120.3,120.3,13.52,4.95,3576,76.88251327,535.5601742,2186.299641,4729873.873,76.88251327,475.58,Sedlacek et al. (1996),
Cold-formed,120.26,120.26,13.77,4.98,3576,76.95689962,535.669274,2195.632424,4740886.195,76.95689962,504.61,Sedlacek et al. (1996),
Cold-formed,120.26,120.26,13.82,4.93,4216,90.69900465,535.5654986,2174.289839,4698006.34,90.69900465,376.87,Sedlacek et al. (1996),
Cold-formed,120.18,120.18,13.85,4.96,4274,92.03681929,535.6079831,2185.234475,4712418.76,92.03681929,377.22,Sedlacek et al. (1996),
Cold-formed,120.22,120.22,13.65,4.97,4276,92.02737668,535.6203042,2192.232029,4732905.435,92.02737668,382.05,Sedlacek et al. (1996),
Cold-formed,120.21,120.21,13.82,4.94,2176,46.83916617,535.6399225,2176.684517,4697804.719,46.83916617,877.8,Sedlacek et al. (1996),
Cold-formed,120.3,120.3,13.88,4.97,2876,61.87529733,535.6252151,2191.315966,4734217.088,61.87529733,666.21,Sedlacek et al. (1996),
Cold-formed,120.26,120.26,13.93,4.95,3576,76.9568121,535.5716044,2181.392007,4710148.503,76.9568121,489.46,Sedlacek et al. (1996),
Cold-formed,120.22,120.22,13.86,4.99,4276,92.06845723,535.6393504,2199.02261,4743330.175,92.06845723,382.27,Sedlacek et al. (1996),
Cold-formed,99.86,99.86,8.53,4.86,2876,74.7027659,501.4920443,1792.067175,2656187.23,74.7027659,402.727,Sedlacek et al. (1996),
Cold-formed,99.89,99.89,8.51,4.88,2876,74.68715659,501.4954807,1800.467037,2669753.021,74.68715659,398.019,Sedlacek et al. (1996),
Cold-formed,99.91,99.91,8.54,4.87,2876,74.66927148,501.5083784,1796.811962,2665609.733,74.66927148,409.696,Sedlacek et al. (1996),
Cold-formed,99.86,99.86,8.8,4.89,2876,74.75321074,501.6775034,1800.542932,2665149.299,74.75321074,406.456,Sedlacek et al. (1996),
Cold-formed,99.91,99.91,6.7,4.82,4277,110.681651,500.2807693,1796.016885,2681869.607,110.681651,216.948,Sedlacek et al. (1996),
Cold-formed,99.91,99.91,8.63,4.85,4277,111.0405717,501.567069,1788.642213,2653619.187,111.0405717,217.459,Sedlacek et al. (1996),
Cold-formed,99.92,99.92,8.52,4.79,4277,110.9451791,501.5337709,1768.788398,2628678.725,110.9451791,,Sedlacek et al. (1996),
Cold-formed,99.94,99.94,8.85,4.9,4277,111.0950969,501.6917627,1804.956187,2675194.61,111.0950969,218.775,Sedlacek et al. (1996),
Cold-formed,100.6033333,100.6033333,8.1525,3.82375,2801,71.44402566,519.4176559,1436.925697,2208659.124,71.44402566,,Sedlacek et al. (1996),
Cold-formed,100.5908333,100.5908333,8.14875,3.75125,2798,71.3326415,519.4256409,1409.812392,2169102.78,71.3326415,410.1,Sedlacek et al. (1996),
Cold-formed,100.5858333,100.5858333,8.16125,3.78875,2798,71.36091434,519.4268293,1423.519234,2188456.649,71.36091434,426.25,Sedlacek et al. (1996),
Cold-formed,150.37,150.37,17.3075,5.92875,3076,52.85306032,464.4946777,3270.979036,11079244.45,52.85306032,1009.87,Sedlacek et al. (1996),
Cold-formed,150.4925,150.4925,17.22,5.85375,3076,52.77483827,464.3567499,3236.041463,10993422.46,52.77483827,1031.38,Sedlacek et al. (1996),
